220	13.3	7.68	220	1.7	0.96
10000000	0.0012	0.00088	10000000	0.00128	0.00144
1000000	0.00656	0.00416	1000000	0.00104	0.00112
1000	4.96	2.92	1000	0.436	0.248
10000	0.564	0.332	10000	0.0488	0.0292
4700	1.19	0.704	4700	0.102	0.0592
150	15.8	9.4	150	2.12	1.22
2200	2.5	1.48	2200	0.208	0.122
1500	3.52	2.08	1500	0.282	0.166
470	8.64	5.04	470	0.872	0.496
