1.11	0.0722	4.77	0.02908
0.55	0.061	0.816	0.013264
0.69	0.0638	1.523	0.016092
0.76	0.0652	2.014	0.018056
0.86	0.0672	2.696	0.020784
0.95	0.069	3.42	0.02368
1.05	0.071	4.25	0.027
1.12	0.0724	4.87	0.02948
1.21	0.0742	5.65	0.0326
1.27	0.0754	6.26	0.03504
1.35	0.077	7.09	0.03836
1.43	0.0786	7.89	0.04156
1.48	0.0796	8.5	0.044
1.54	0.0808	9.23	0.04692
1.62	0.0824	10.08	0.05032
1.67	0.0834	10.74	0.05296
1.69	0.0838	10.99	0.05396
